"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","US dollar",
"202505","502","United States","5805","Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries, e.g. petit point, cross-stitch, whether or not made up (excluding Kelem, Schumacks, Karamanie and the like, and tapestries ＞ 100 years old)","1,760",
"202505","502","United States","5806","Narrow woven fabrics of textile materials, with a width of ≤ 30 cm (excluding labels, badges and similar articles); narrow fabrics consisting of warp without weft assembled by means of an adhesive "bolducs"","8,237,044",
"202505","502","United States","5807","Cabels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered.","1,039,643",
"202505","502","United States","5808","Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted or crocheted; tassels, pompons and similar articles of textile materials","815,231",
"202505","502","United States","5809","Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, n.e.s.","68,290",
"202505","502","United States","5810","Embroidery on a textile fabric ground, in the piece, in strips or in motifs","2,640,801",
"202505","502","United States","5811","Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading 5810 and quilted fabrics for bedding and furnishings)","279,930",
"202505","502","United States","5901","Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading 5810 and quilted fabrics for bedding and furnishings)","1,128,230",
"202505","502","United States","5902","Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose rayon, whether or not dipped or impregnated with rubber or plastic","511,034",
"202505","502","United States","5903","Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","14,908,881",
"202505","502","United States","5904","Linoleum, whether or not cut to shape; floor coverings consisting 
of a coating or covering applied on a textile backing, whether or 
not cut to shape.","667,423",
"202505","502","United States","5905","Textile wall coverings.","643,447",
"202505","502","United States","5906","Rubberised textile fabrics, other than those of heading 59.02.","1,770,581",
"202505","502","United States","5907","Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio backcloths or the like, n.e.s.","1,961,995",
"202505","502","United States","5908","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas-mantle fabric for incandescent gas mantles, whether or not impregnated","16,553",
"202505","502","United States","5909","Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","506,978",
"202505","502","United States","5910","Transmission or conveyor belts or belting, of textile material, 
whether or not impregnated, coated, covered or laminated with 
plastics, or reinforced with metal or other material.","363,221",
"202505","502","United States","5911","Textile products and articles, for technical use, specified in Note 7 to chapter 59","4,333,838",
"202505","502","United States","6001","Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted","2,534,951",
"202505","502","United States","6002","Knitted or crocheted fabrics of a width not exceeding 30cm, containing by weight 5% or more of elastomeric yarn or rubber thread, other than those of heading 60.01.","150,801",
"202505","502","United States","6003","Knitted or crocheted fabrics of a width not exceeding 30cm, other than those of heading 60.01 or 60.02.","31,817",
"202505","502","United States","6004","Knitted or crocheted fabrics of a width exceeding 30 cm, 
containing by weight 5% or more of elastomeric yarn or 
rubber thread, other than those of heading 60.01","5,873,291",
"202505","502","United States","6005","Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04.","1,441,356",
"202505","502","United States","6006","Other knitted or crocheted fabrics.","8,911,451",
"202505","502","United States","6101","Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, knitted or crocheted (excluding suits, ensembles, jackets, blazers, bib and brace overalls and trousers)","4,544,153",
"202505","502","United States","6102","Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including skijackets), windcheaters, windjackets and similar 
articles, knitted or crocheted, other than those of heading 61.04.","9,889,269",
"202505","502","United States","6103","Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts","88,037,682",
"202505","502","United States","6104","Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts, knitted or crocheted","365,310,752",
"202505","502","United States","6105","en's or boys' shirts, knitted or crocheted.","28,006,580",
"202505","502","United States","6106","Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts and vests)","12,727,004",
"202505","502","United States","6107","Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted (excluding vests and singlets)","42,746,028",
"202505","502","United States","6108","Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns, housecoats and similar articles, knitted or crocheted (excluding T-shirts, vests, brassieres, girdles, corsets and similar articles)","102,737,669",
"202505","502","United States","6109","T-shirts, singlets and other vests, knitted or crocheted","234,954,117",
"202505","502","United States","6110","Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted (excluding wadded waistcoats)","336,119,076",
"202505","502","United States","6111","Babies' garments and clothing accessories of wool or fine animal hair, knitted or crocheted (excluding hats)","34,640,185",
"202505","502","United States","6112","Track-suits, ski-suits and swimwear, knitted or crocheted","51,656,745",
